,filename,LCD,PLD,LFPD,density cm3_g,ASA_m2_cm3,NASA_m2_cm3,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,fomula,Cu,H,C,N,O,K,Pb,S,Zn,Co,Yb,Cs,Si,Cd,Cl,Dy,Ni,B,Th,Br,V,P,Ag,Mo,Gd,Na,Ba,Mn,Fe,Pt,F,Lu,W,Sm,In,Sc,Tb,Mg,La,Pd,I,Al,Ce,Cr,Ti,Zr,Nd,Pr,Eu,Y,Hf,U,Li,Rh,Ga,Se,Hg,Ca,Er,Ho,Re,Sr,Ru,Ge,Bi,Sn,Sb,Rb,Tm,Be,Ir,As,Nb,Au,Te,Np,Pu,all_electronegativity,metal_electronegativity,nonmetal_electronegativity,atom_number,volume,density g/cc
46,ASEXED_clean,7.12737,3.95838,7.10906,1.1741,1821.69,0,0.581,0.494849,0,Zn,No,0,clean,Y,Zn4 H110 C188 N4 O16 F12,0,110,188,4,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842.96,6.6,836.36,334,4484.074489,1.174104207
47,ASIVEF_clean,11.85007,7.21214,11.45277,0.623261,2219.01,0,0.7618,1.22228,0,Cu,Yes,Cu,clean,Y,Cu24 H224 C368 N32 O116,24,224,368,32,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973.12,45.6,1927.52,764,22579.85852,0.62325503
48,ATEJOA_clean,4.70745,4.24568,4.70745,1.89843,608.117,105.12,0.4134,0.217759,0,Gd,No,0,clean,Y,Gd2 H40 C66 N2 O32,0,40,66,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.86,2.4,372.46,142,1476.068748,1.898413992
49,ATEZEG_clean,10.12518,7.5272,10.12318,0.775574,2361.78,0,0.7158,0.922929,0,Yb,Yes,Yb,clean,Y,Yb12 H208 C352 O64,0,208,352,0,64,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575.36,0,1575.36,636,16139.09599,0.775564519
50,ATEZIK_clean,10.39835,7.60488,10.39835,0.744295,2329.14,0,0.7298,0.980525,0,Lu,Yes,Lu,clean,Y,Lu12 H208 C352 O64,0,208,352,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590.6,15.24,1575.36,636,16868.93074,0.744285972
51,ATUZEW_clean,10.5847,3.84767,10.5847,0.968927,2122.87,0,0.6504,0.671258,0,Cu,Yes,Cu,clean,Y,Cu18 H54 C270 O144,18,54,270,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336.86,34.2,1302.66,486,11559.67509,0.968922957
52,AVEMOE_clean,3.54418,2.93434,3.54418,2.16979,0,87.8659,0.4298,0.198084,0,Ag,Yes,Ag,clean,N,Ag8 P4 H48 C24 N12 O4,0,48,24,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.24,15.44,225.8,100,1190.476741,2.169771457
53,AVETAY_clean,5.64584,4.05596,5.63489,1.01371,1738.43,0.32856,0.6096,0.601358,0,Zn,Yes,Zn,clean,Y,Zn12 H80 C192 O96,0,80,192,0,96,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.64,19.8,995.84,380,7711.025632,1.013750239
54,AVETOM_clean,5.57195,3.01035,5.56463,1.79151,0,366.792,0.387,0.216019,0,Ni,Yes,Ni,clean,N,Ni40 H288 C496 N80 O176,0,288,496,80,176,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823.44,76.4,2747.04,1080,11615.70909,1.791494383
55,AVUBUP_clean,3.97304,3.03083,3.94893,1.71387,0,108.221,0.4194,0.244709,0,"W,Co",Yes,Co,clean,N,Co12 H104 W8 C160 N96 O8,0,104,160,96,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997.6,41.44,956.16,388,5500.51453,1.713846432
56,AVUHIJ_clean,3.85535,2.975,3.77304,1.36097,0,86.1445,0.4122,0.302873,0,Co,Yes,Co,clean,Y,Co6 H116 C160 N36 O24,0,116,160,36,24,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866.48,11.28,855.2,342,4002.613005,1.360943547
57,AWEJES_clean,9.0974,7.20812,9.09543,1.24068,1280.7,0,0.562,0.452979,0,Zn,Yes,Zn,clean,Y,Zn28 H140 C252 N8 O92,0,140,252,8,92,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337.6,46.2,1291.4,520,8810.488325,1.240766386
58,AWEWOP_clean,9.66818,6.8565,9.66161,1.11027,1532.43,0,0.5908,0.532125,0,Cu,Yes,Cu,clean,Y,Cu12 H100 C216 N12 O80,12,100,216,12,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105.28,22.8,1082.48,420,7337.1225,1.110256675
59,AWOKED_clean,4.16243,2.78956,4.13231,1.96571,0,192.187,0.4238,0.215596,0,"Ag,Sm",Yes,"Ag,Sm",clean,Y,Sm4 Ag4 H56 C60 N8 O24,0,56,60,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.48,12.4,383.08,156,1948.043363,1.965699185
60,AWUPOZ_clean,18.42385,9.2554,18.42385,0.353418,1737.36,0,0.8534,2.41471,0,"In,Mn",Yes,Mn,clean,Y,Mn2 In4 H104 C200 N12 O32,0,104,200,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895.58,10.22,885.36,354,17648.71934,0.353412352
61,AXIGAR_clean,6.07916,3.82644,6.07805,0.772367,2511.2,0,0.6878,0.890509,0,Co,Yes,Co,clean,Y,Co8 C40 N64,0,0,40,64,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.6,15.04,296.56,112,3973.835438,0.772354954
62,AXINAX_clean,19.26045,15.71248,19.26045,0.424639,1405.73,0,0.8372,1.97156,0,Co,Yes,Co,clean,Y,Co22 H228 C380 O92,0,228,380,0,92,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828.44,41.36,1787.08,722,29572.68262,0.424634455
63,AXUJOT_clean,5.28998,2.80082,5.28998,3.32173,0,559.288,0.3366,0.101333,0.000240839,"W,Si,K,Co",Yes,"W,K,Co",clean,N,K8 Co10 Si2 H28 W18 C12 N4 O80,0,28,12,4,80,8,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.2,67.84,383.36,162,2887.292103,3.321742203
64,AZOHEC_clean,4.77676,3.3276,4.59302,1.48092,831.253,0,0.527,0.35586,0,Zn,No,0,clean,Y,Zn10 P8 H48 C64 N12 O32,0,48,64,12,32,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.38,16.5,432.88,174,2689.786671,1.48102645
65,BABREE_clean,12.92538,6.29785,12.92538,0.898119,2356.63,0,0.6828,0.760255,0,Cu,Yes,Cu,clean,Y,Cu24 H94 C192 O122,24,94,192,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161.68,45.6,1116.08,432,10867.58723,0.898117377
66,BADJIC_clean,3.80162,2.90343,3.80162,1.35655,0,63.1802,0.4538,0.334525,0,Sc,No,0,clean,Y,Sc8 H64 C112 O48,0,64,112,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.4,10.88,591.52,232,3105.934894,1.356540792
67,BADXAI_clean,6.25366,4.40633,6.25366,1.71483,758.25,0,0.4118,0.240141,0,Tb,Yes,Tb,clean,Y,Tb18 H306 C324 N36 O180,0,306,324,36,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228.04,0,2228.04,864,10114.06346,1.714821062
68,BAFVAH_clean,6.80429,2.50879,6.78672,1.7775,0,718.048,0.4306,0.242251,0,Cu,No,0,clean,Y,Cu16 H272 C480 O272,16,272,480,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2788.48,30.4,2758.08,1040,10657.29314,1.777488057
69,BAKYIY_clean,7.70743,7.14284,7.70743,1.03845,1603.46,0,0.586,0.564303,0,Mg,No,0,clean,Y,Mg8 H64 C64 N20 O44,0,64,64,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.64,10.48,516.16,200,3216.904579,1.038443544
70,BALPEL_clean,5.7532,3.34666,5.74368,2.14304,550.684,253.963,0.481,0.224448,0,"Ag,Pd,La",Yes,"La,Pd,Ag",clean,N,La64 Ag64 H896 Pd48 C504 S96 I8 N96 O232,0,896,504,96,232,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4914.8,299.52,4615.28,2008,28676.04468,2.143025614
71,BAPVEW_clean,4.17686,3.16543,4.09229,1.44427,0,315.201,0.3844,0.266156,0,Mn,Yes,Mn,clean,Y,Mn4 H96 C104 N16 O32,0,96,104,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641.32,6.2,635.12,252,2646.419009,1.444249014
72,BAYCOU_clean,4.18312,3.08908,4.18312,2.36439,0,92.9336,0.3682,0.155727,0,Ag,Yes,Ag,clean,Y,Ag12 H128 C104 S8 N32 O48,0,128,104,32,48,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,23.16,829.84,332,2911.285045,2.364369906
73,BEFNOR_clean,4.97485,3.02564,4.97485,1.70485,0,731.783,0.4816,0.282488,0,Al,Yes,Al,clean,Y,Al16 P16 O68,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.72,25.76,268.96,100,1962.850618,1.704863007
74,BEGDEY_clean,12.85123,4.25072,12.8502,1.1719,1647.66,0,0.6212,0.530078,0.000170662,"Cu,Zn",Yes,"Cu,Zn",clean,Y,Zn8 Cu16 H176 C432 N64 O64,16,176,432,64,64,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947.12,43.6,1903.52,760,12506.64176,1.171906302
75,BERQIA_clean,6.73458,3.84255,6.69761,1.14732,1673.47,0,0.5966,0.519995,0,Cd,Yes,Cd,clean,Y,Cd24 H336 C384 N80 O192,0,336,384,80,192,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2662.64,40.56,2622.08,1016,17137.93473,1.147311238
76,BETDOV_clean,6.15975,4.21588,6.15598,1.35335,1572.21,0,0.5314,0.392656,0,Gd,Yes,Gd,clean,Y,Gd8 H112 C152 N16 O64,0,112,152,16,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912.4,9.6,902.8,352,5453.487951,1.353336842
77,BETFIR_clean,4.51714,3.24158,3.88245,1.34051,0,704.866,0.5298,0.395223,0,Ce,Yes,Ce,clean,Y,Ce8 H88 C136 N8 O64,0,88,136,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.84,8.96,784.88,304,4929.088904,1.340500516
78,BETFOX_clean,5.13144,3.67825,5.11456,1.3623,1196.21,0,0.5018,0.368349,0,Ce,No,0,clean,Y,Ce8 H112 C152 N8 O64,0,112,152,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.44,8.96,878.48,344,5113.992556,1.362286569
79,BEWCUD_clean,11.43013,9.61646,11.40927,0.476468,2123.61,0,0.8196,1.72016,0,Zn,Yes,Zn,clean,Y,Zn24 H208 C400 N16 O64,0,208,400,16,64,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786,39.6,1746.4,712,27293.46092,0.476489112
80,BEWVEG_clean,6.48201,4.71475,6.48201,1.10737,1863.88,0,0.6042,0.545619,0,"Cr,Mn",Yes,Mn,clean,N,Mn6 Cr4 H44 C62 N4 O56,0,44,62,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.64,15.94,459.7,176,3416.876854,1.107366585
81,BEXTUV_clean,4.28323,3.79801,4.26635,1.30528,1237.19,0,0.5092,0.390108,0,Mn,Yes,Mn,clean,Y,Mn4 H28 C36 O22,0,28,36,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.28,6.2,229.08,90,1313.326013,1.305275062
82,BEXVAD01_clean,3.87179,3.50198,3.85722,1.36931,1031.87,0,0.5022,0.366754,0,Co,Yes,Co,clean,Y,Co8 H48 C72 O44,0,48,72,0,44,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.6,15.04,440.56,172,2532.805557,1.369306226
83,BEXVAD_clean,4.05512,3.67488,4.05512,1.37514,1152.1,0,0.4946,0.359673,0,Co,Yes,Co,clean,Y,Co8 H56 C72 O44,0,56,72,0,44,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.2,15.04,458.16,180,2531.806106,1.375135403
84,BEXVIL_clean,8.76522,6.70231,8.74887,0.885188,2434.41,0,0.7548,0.8527,0,Cd,Yes,Cd,clean,Y,Cd8 H40 C72 O40,0,40,72,0,40,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.72,13.52,409.2,160,4585.414147,0.885185472
85,BIBMAC_clean,5.44888,3.01221,5.44399,1.74888,0,462.588,0.446,0.255021,0,"Mo,Cd",Yes,"Mo,Cd",clean,N,Cd4 Mo16 H68 C138 N42 O52,0,68,138,42,52,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.38,41.32,808.06,320,4871.817088,1.748863713
86,BIBMEG_clean,5.57416,2.96797,5.57416,1.77028,0,671.761,0.4734,0.267415,0,"Mo,Zn",Yes,"Mo,Zn",clean,Y,Zn6 Mo16 H60 C140 S2 N44 O56,0,60,140,44,56,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865.02,44.46,820.56,324,4920.596494,1.77030464
87,BIBMIK_clean,7.08641,2.47803,7.08641,1.6249,0,533.828,0.4466,0.274847,0,"Mo,Zn",Yes,"Mo,Zn",clean,Y,Zn4 Mo8 H82 C126 N46 O48,0,82,126,46,48,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.54,23.88,806.66,314,4125.936545,1.624920292
88,BIBYAO_clean,13.04186,4.014,13.04186,1.4952,1811.79,0,0.6492,0.434188,0.000668805,Ni,No,0,clean,Y,Ni32 H312 C480 N96 O120,0,312,480,96,120,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676.16,61.12,2615.04,1040,12463.44665,1.495187469
89,BICDAU_clean,11.50132,6.68644,11.17198,0.65299,2386.53,0,0.7824,1.19818,0,Zn,Yes,Zn,clean,Y,Zn10 H36 C72 N36,0,36,72,36,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.74,16.5,372.24,154,5236.578056,0.653039688
90,BIHBEB_clean,18.34605,17.1599,18.34605,0.724278,1666.73,0,0.776,1.07141,0,"Cd,Cr",Yes,"Cd,Cr",clean,Y,Cr6 Cd3 H96 C120 N12 O26,0,96,120,12,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.15,15.03,643.12,263,6353.836822,0.724268866
91,BIHRER_clean,6.1845,3.26807,6.17281,1.25322,0,707.655,0.4676,0.373118,0,Cu,Yes,Cu,clean,Y,Cu8 H208 C220 N52 O92,8,208,220,52,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508.36,15.2,1493.16,580,7368.041581,1.253210127
92,BIJFAD_clean,8.3585,6.26342,8.18439,0.855984,1774.61,0,0.6172,0.721042,0,"Zn,Ti",Yes,"Zn,Ti",clean,Y,Ti8 Zn8 H320 C272 N24 O38,0,320,272,24,38,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626.8,25.52,1601.28,670,10552.64921,0.855993181
93,BIJJOV_clean,4.82105,3.20318,4.80458,2.14714,0,284.655,0.3092,0.144005,0,Cd,No,0,clean,Y,Cd8 H96 C144 S8 O48,0,96,144,0,48,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777.68,13.52,764.16,304,2900.234965,2.147121919
94,BINMIW_clean,11.24986,10.49756,11.228,1.06367,1248.28,0,0.5962,0.560513,0,Zn,Yes,Zn,clean,Y,Zn16 H192 C248 N32 O80,0,192,248,32,80,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453.68,26.4,1427.28,568,9283.573392,1.063711163
95,BIPBAF_clean,10.29487,6.42172,10.29451,0.781793,2351.03,0,0.7276,0.930682,0,Cu,Yes,Cu,clean,Y,Cu24 H88 C208 O112,24,88,208,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154.88,45.6,1109.28,432,12540.14859,0.781789627
